#Read position (bp)	Clipping profile
123.0	0.18472381421520798
124.0	0.1904076238833682
125.0	0.19514413194016844
126.0	0.19609143355152847
127.0	0.19324952871744835
128.0	0.19893333838560862
129.0	0.20272254483104873
130.0	0.21219556094464914
131.0	0.2112482593332891
132.0	0.21030095772192908
133.0	0.21219556094464914
134.0	0.2226158786696096
135.0	0.2273523867264098
136.0	0.22924698994912987
137.0	0.21882667222416946
138.0	0.2273523867264098
139.0	0.24250921250817048
140.0	0.2519822286217709
141.0	0.25387683184449095
142.0	0.24440381573089054
143.0	0.2529295302331309
144.0	0.25387683184449095
145.0	0.2624025463467313
146.0	0.2642971495694514
147.0	0.2728228640716918
148.0	0.2804012769625721
149.0	0.2851377850193723
150.0	0.2889269914648125
151.0	0.2870323882420924
152.0	0.2974527059670528
153.0	0.3078730236920133
154.0	0.3163987381942537
155.0	0.3145041349715336
156.0	0.32018794463969386
157.0	0.3258717543078541
158.0	0.3287136591419342
159.0	0.323977151085134
160.0	0.3258717543078541
161.0	0.3211352462510539
162.0	0.3145041349715336
163.0	0.32492445269649406
164.0	0.32776635753057415
165.0	0.3353447704214545
166.0	0.3343974688100944
167.0	0.34197588170097476
168.0	0.34671238975777496
169.0	0.34671238975777496
170.0	0.3514488978145752
171.0	0.3533435010372953
172.0	0.3561854058713754
173.0	0.3590273107054555
174.0	0.3628165171508957
175.0	0.35997461231681555
176.0	0.36944762843041595
177.0	0.37797334293265633
178.0	0.37892064454401636
179.0	0.3798679461553764
180.0	0.38270985098945653
181.0	0.38270985098945653
182.0	0.3912355654916969
183.0	0.39786667677121723
184.0	0.39881397838257726
185.0	0.3997612799939373
186.0	0.39881397838257726
187.0	0.39502477193713703
188.0	0.3912355654916969
189.0	0.4026031848280174
190.0	0.4063923912734576
191.0	0.41397080416433785
192.0	0.41965461383249814
193.0	0.4243911218892983
194.0	0.4319695347801787
195.0	0.4348114396142588
196.0	0.44049524928241907
197.0	0.43954794767105904
198.0	0.4357587412256188
199.0	0.43386413800289875
200.0	0.4281803283347385
201.0	0.4281803283347385
202.0	0.4357587412256188
203.0	0.4348114396142588
204.0	0.44049524928241907
205.0	0.4509155670073795
206.0	0.45565207506417965
207.0	0.45186286861873953
208.0	0.45565207506417965
209.0	0.4547047734528196
210.0	0.4452317573392192
211.0	0.4509155670073795
212.0	0.4509155670073795
213.0	0.4565993766755397
214.0	0.45281017023009956
215.0	0.4414425508937791
216.0	0.4376533444483389
217.0	0.4310222331688186
218.0	0.4224965186665782
219.0	0.4158654073870579
220.0	0.40733969288481764
221.0	0.3969193751598572
222.0	0.38270985098945653
223.0	0.371342231653136
224.0	0.35997461231681555
225.0	0.35050159620321514
226.0	0.3400812784782547
227.0	0.33250286558737435
228.0	0.323977151085134
229.0	0.3145041349715336
230.0	0.302189214023853
231.0	0.2889269914648125
232.0	0.27850667373985205
233.0	0.26713905440353153
234.0	0.2567187366785711
235.0	0.24440381573089054
236.0	0.23303619639457007
237.0	0.22072127544688955
238.0	0.21409016416736926
239.0	0.2017752432196887
240.0	0.18946032227200818
241.0	0.17904000454704774
242.0	0.16767238521072725
243.0	0.15819936909712684
244.0	0.14777905137216638
245.0	0.1364114320358459
246.0	0.12030730464272521
247.0	0.10799238369504467
248.0	0.09851936758144425
249.0	0.08999365307920389
250.0	0.08052063696560348
251.0	0.06915301762928298
252.0	0.06062730312704262
253.0	0.05589079507024241
254.0	0.053048890236162285
255.0	0.05020698540208217
256.0	0.03978666767712172
257.0	0.03789206445440164
258.0	0.035050159620321514
259.0	0.02936634995216127
260.0	0.023682540284001023
261.0	0.022735238672640982
262.0	0.0208406354499209
263.0	0.016104127393120695
264.0	0.015156825781760655
265.0	0.014209524170400613
266.0	0.012314920947680531
267.0	0.012314920947680531
268.0	0.011367619336320491
269.0	0.01042031772496045
270.0	0.00947301611360041
271.0	0.00947301611360041
272.0	0.00947301611360041
273.0	0.00947301611360041
274.0	0.00947301611360041
275.0	0.00947301611360041
276.0	0.00947301611360041
277.0	0.0075784128908803275
278.0	0.0075784128908803275
279.0	0.0075784128908803275
280.0	0.0075784128908803275
281.0	0.0075784128908803275
282.0	0.0075784128908803275
283.0	0.0075784128908803275
284.0	0.006631111279520286
285.0	0.006631111279520286
286.0	0.006631111279520286
287.0	0.006631111279520286
288.0	0.006631111279520286
289.0	0.006631111279520286
290.0	0.006631111279520286
291.0	0.006631111279520286
292.0	0.005683809668160246
293.0	0.005683809668160246
294.0	0.005683809668160246
295.0	0.005683809668160246
296.0	0.005683809668160246
297.0	0.005683809668160246
298.0	0.004736508056800205
299.0	0.004736508056800205
300.0	0.004736508056800205
301.0	0.004736508056800205
302.0	0.004736508056800205
303.0	0.004736508056800205
304.0	0.004736508056800205
305.0	0.004736508056800205
306.0	0.004736508056800205
307.0	0.004736508056800205
308.0	0.004736508056800205
309.0	0.004736508056800205
310.0	0.0037892064454401637
311.0	0.0037892064454401637
312.0	0.0037892064454401637
313.0	0.0037892064454401637
314.0	0.002841904834080123
315.0	0.002841904834080123
316.0	0.002841904834080123
317.0	0.002841904834080123
318.0	0.002841904834080123
319.0	0.002841904834080123
320.0	0.002841904834080123
321.0	0.002841904834080123
322.0	0.002841904834080123
323.0	0.002841904834080123
324.0	0.002841904834080123
325.0	0.002841904834080123
326.0	0.002841904834080123
327.0	0.002841904834080123
328.0	0.0018946032227200819
329.0	0.0018946032227200819
330.0	0.0018946032227200819
331.0	0.0018946032227200819
332.0	0.0018946032227200819
333.0	0.0018946032227200819
334.0	0.0018946032227200819
335.0	0.0018946032227200819
336.0	0.0018946032227200819
337.0	0.0018946032227200819
338.0	0.0018946032227200819
339.0	9.473016113600409E-4
340.0	9.473016113600409E-4
341.0	9.473016113600409E-4
342.0	9.473016113600409E-4
343.0	9.473016113600409E-4
344.0	9.473016113600409E-4
345.0	9.473016113600409E-4
346.0	9.473016113600409E-4
347.0	9.473016113600409E-4
348.0	9.473016113600409E-4
